Gene_acc,PG.ProteinAccessions,S1,S2,S3,I1,I2,I3,Desc
2478,Tb927.11.6310:mRNA-p1,50499.57421875,47731.09765625,45808.81640625,66169.515625,75371.2109375,67283.2890625,"hypothetical protein, conserved"
2479,Tb927.11.6320:mRNA-p1,603513.4375,722748.125,767057.0625,692305.875,682706.875,706614.625,MRB1-associated protein
2480,Tb927.11.6330:mRNA-p1,893601.3125,894865.6875,813012.75,26104.275390625,19164.30859375,28042.35546875,6-phosphogluconolactonase
2481,Tb927.11.6340:mRNA-p1,70179.453125,60050.5625,57313.41015625,43568.0078125,45609.3046875,5198.85693359375,"PUB domain containing protein, putative"
2482,Tb927.11.6350:mRNA-p1,760815.6875,688462.875,1072359.75,837277.0625,894431.6875,1000775.625,"AAA ATPase, putative"
2483,Tb927.11.6360:mRNA-p1,61297.921875,72180.0859375,97131.25,855330.3125,986762.375,1002781.9375,"60S ribosomal protein L24, putative"
2484,Tb927.11.6370:mRNA-p1,687605.25,702421.375,693227.1875,3941506,4249053,4279809.5,"leucine-rich repeat protein (LRRP), putative"
2485,Tb927.11.6380:mRNA-p1,1151081.625,Filtered,Filtered,148063.90625,174243.765625,230403.765625,"hypothetical protein, conserved"
2486,Tb927.11.6390:mRNA-p1,1685175.75,1857463.125,1936973.75,133176.890625,143168.90625,132415.875,"START domain containing protein, putative"
2487,Tb927.11.6400:mRNA-p1,Filtered,15514.462890625,24974.3828125,38003.88671875,43904.7265625,52869.2109375,"kinesin, putative"
2488,Tb927.11.6410:mRNA-p1,496937.15625,470345.53125,466475.4375,49010.31640625,79028.15625,48983.765625,regulator of nonsense transcripts 2
2489,Tb927.11.6420:mRNA-p1,215075.203125,222603.28125,215943.375,1599058.25,1751527.5,1613269.875,"hypothetical protein, conserved"
2490,Tb927.11.6430:mRNA-p1,563738.9375,564518.0625,543673.75,262868.28125,297856.4375,264929.625,"hypothetical protein, conserved"
2491,Tb927.11.6440:mRNA-p1,6175459.5,6959893,7459399,7327228.5,7316135.5,6125380.5,"hypothetical protein, conserved"
2492,Tb927.11.6450:mRNA-p1,1686925.875,7669.54638671875,2015130.375,Filtered,Filtered,Filtered,"Serine incorporator (Serinc), putative"
2493,Tb927.11.6460:mRNA-p1,367880.0625,383761.875,395436.6875,5861776.5,6190477,5852249.5,"hypothetical protein, conserved"
2494,Tb927.11.6470:mRNA-p1,258482.546875,229147.734375,216599.46875,532465.0625,502247.3125,580761.4375,MICOS complex subunit MIC16
2495,Tb927.11.6500:mRNA-p1;Tb927.11.6510:mRNA-p1,1112870.25,1462305.375,1342753.875,5018420,3429168.75,3490973.75,"40S ribosomal protein S21, putative"
2496,Tb927.11.6520:mRNA-p1,112810.5546875,97427.7109375,103349.046875,10048.6904296875,10886.22265625,9589.1201171875,"hypothetical protein, conserved"
2497,Tb927.11.6530:mRNA-p1,33485.578125,37152.3359375,42437.2421875,3413898.25,3423798.75,3514235,"hypothetical protein, conserved"
2498,Tb927.11.6540:mRNA-p1,196780.6875,189184.84375,185458.71875,203194.859375,224240.125,223541.671875,"hypothetical protein, conserved"
2499,Tb927.11.6560:mRNA-p1,103438.53125,81479.5,207065.1875,5625453.5,5621465,5297612,"Centriole protein POC11, putative"
2500,Tb927.11.6570:mRNA-p1,175805.625,171730.140625,117395.9140625,125771.875,130048.5390625,129667.953125,"Nodulin-like, putative"
2501,Tb927.11.6590:mRNA-p1,4973303,5064618.5,5208409.5,438756.25,106243.4921875,384354.21875,"metallo-peptidase, Clan MF, Family M17"
2503,Tb927.11.6600:mRNA-p1,684100.6875,558303.3125,605119.25,150438.484375,123272.2265625,128342.4375,"conserved protein, unknown function"
2504,Tb927.11.6610:mRNA-p1,2160576,2035216.125,1822582.125,326006.75,339988.375,422735.625,"hypothetical protein, conserved"
2505,Tb927.11.6620:mRNA-p1,80249.75,87910.5625,80550.828125,238010.171875,224415.59375,205763.359375,Nucleolar protein 47
2506,Tb927.11.6630:mRNA-p1,340824,326834,319546.625,Filtered,45036.34375,52042.9375,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative"
2507,Tb927.11.6640:mRNA-p1,135947.34375,128534.0859375,145583.21875,Filtered,Filtered,Filtered,"cytochrome b5, putative"
2509,Tb927.11.6660:mRNA-p1,80482.8515625,60595.8359375,47637.140625,604399.625,592218.5,639358.375,"Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative"
2510,Tb927.11.6670:mRNA-p1,176485.0625,179250.609375,150401.59375,169934.40625,Filtered,180718.15625,"hypothetical protein, conserved"
2511,Tb927.11.6690:mRNA-p1,94972.3515625,78485.09375,81209.9140625,Filtered,Filtered,Filtered,"NEK family Serine/threonine-protein kinase, putative"
2512,Tb927.11.670:mRNA-p1,4108629.75,4187436,3575451.25,94594.203125,129497.25,125332.734375,epsinR
2513,Tb927.11.6710:mRNA-p1,141991.40625,134349.90625,125184.8046875,1399350.75,1258050.5,1363683.5,predicted tetratricopeptide repeat (TPR) protein
2514,Tb927.11.6720:mRNA-p1,60420.171875,65430.0390625,68876.5,42343.35546875,43338.07421875,45199.4140625,"mRNA cap guanine-N7 methyltransferase, putative"
2515,Tb927.11.6740:mRNA-p1,507845.8125,692510.1875,706680.5,2124122.5,2195551,2190557.25,"pumilio/PUF RNA binding protein 10, putative"
2516,Tb927.11.6780:mRNA-p1,446763.90625,447287.15625,455311.84375,18556.8046875,21267.26953125,77724.890625,"regulator of chromatin condensation, putative"
2517,Tb927.11.6790:mRNA-p1,127072.8046875,144784.03125,133253.96875,1760497.625,2006894.625,1796907.5,Nucleolar protein 89
2518,Tb927.11.6810:mRNA-p1,13144.3818359375,8019.52587890625,4897.8515625,861671.5,846953.5,837018.25,"tubulin-tyrsoine ligase-like protein, putative"
2519,Tb927.11.6820:mRNA-p1,138191,165653.21875,169772.9375,1366537.125,1622550.125,1331321.5,"hypothetical protein, conserved"
2520,Tb927.11.6830:mRNA-p1,242311.0625,150610.0625,196221.5625,2265664.25,1045393,2122319.5,"Domain of unknown function(DUF2779), putative"
2521,Tb927.11.6840:mRNA-p1,192118.375,197459.640625,172519.515625,24017.271484375,136894.375,172419.6875,"hypothetical protein, conserved"
2522,Tb927.11.6850:mRNA-p1,176343.125,91926.328125,87786.046875,147483.75,185226.125,167020.625,"Optic atrophy 3 protein (OPA3), putative"
2523,Tb927.11.6870:mRNA-p1,7896992,7215744,6880770.5,460029.65625,531227.125,527811.1875,14-3-3 protein 2
2524,Tb927.11.6910:mRNA-p1,589824.875,210365.15625,341212.59375,252658.984375,392210.46875,412840.59375,"hypothetical protein, conserved"
2525,Tb927.11.6920:mRNA-p1,21123.380859375,21356.435546875,17506.85546875,377785.90625,401051.21875,413228.125,"hypothetical protein, conserved"
2527,Tb927.11.6940:mRNA-p1,17891.2578125,Filtered,Filtered,107183.4921875,107914.453125,122791.1328125,"hypothetical protein, conserved"
2528,Tb927.11.6960:mRNA-p1,110535.921875,71896.4375,63801.24609375,Filtered,16098.75,16491.861328125,"ATG16/SAP18/CVT11/APG16, putative"
2529,Tb927.11.6970.2:mRNA-p1,151424.75,139104.140625,95648.796875,234428.421875,243408.4375,225505.21875,NADH-cytochrome b5 reductase-like protein
2530,Tb927.11.6980:mRNA-p1,252689.046875,159572.828125,147363.640625,69583.3828125,Filtered,Filtered,"Phosphoenolpyruvate carboxykinase, related"
2531,Tb927.11.700:mRNA-p1,40019.0234375,32542.013671875,26535.890625,228902.28125,208030.09375,202110.40625,"hypothetical protein, conserved"
2532,Tb927.11.7010:mRNA-p1,48660.20703125,50757.2890625,51504.0625,1464.8365478515625,Filtered,Filtered,"Calcium/calmodulin-dependent protein kinase kinase, putative"
2533,Tb927.11.7020:mRNA-p1,3334474.5,2574293,2367259.25,120099.046875,123178.53125,152905.3125,"proteasome alpha 7 subunit, putative"
2534,Tb927.11.7040:mRNA-p1,163365.625,149799.5625,133960.65625,162896.0625,191038.453125,73497.75,"pterin-4-alpha-carbinolamine dehydratase, putative"
2535,Tb927.11.7050:mRNA-p1,321644.9375,247952.4375,280678.90625,94956.8359375,101377.1171875,114357.875,"PA domain containing protein, putative"
2536,Tb927.11.7060:mRNA-p1,1600724,1632442.125,1672517.125,55062.83984375,74455.8359375,86960.7578125,acidocalcisomal pyrophosphatase
2537,Tb927.11.7080:mRNA-p1,863524.625,1089847.75,1168525,29831.84765625,21618.08203125,33017.16015625,acidocalcisomal pyrophosphatase
2538,Tb927.11.710:mRNA-p1,360259.15625,371322.65625,337178.25,49852.9765625,48630.00390625,46999.3828125,"SCAMP family, putative"
2539,Tb927.11.7100:mRNA-p1,1502289.625,1480262.125,1402914.75,314472.375,282798.6875,277945.6875,"cytoplasmic translation machinery associated protein, putative"
2540,Tb927.11.7110:mRNA-p1,Filtered,479.5640563964844,Filtered,157088.296875,108191.1328125,136262.546875,"myotubularin-associated protein, putative"
2541,Tb927.11.7120:mRNA-p1,57905.95703125,49530.80078125,46362.6171875,203038.578125,206576.65625,199739.65625,"hypothetical protein, conserved"
2542,Tb927.11.7130:mRNA-p1,42277.53515625,237451.96875,350145.75,320290.90625,326147.59375,344528.40625,"hypothetical protein, conserved"
2543,Tb927.11.7140:mRNA-p1,725000.1875,823033.1875,766304.875,368894.84375,334525.78125,293059.875,"cell cycle sequence binding phosphoprotein (RBP33), putative"
2544,Tb927.11.7150:mRNA-p1,746591.625,701313.75,651724,157682.015625,179472.25,112421.875,NGG1 interacting factor 3-like
2545,Tb927.11.7160:mRNA-p1,191632.609375,177624.75,198019.75,20110.115234375,48393.7890625,43660.28515625,"cdc2-related kinase 8, putative"
2546,Tb927.11.7170:mRNA-p1,3991284.25,4078813,3485815.5,64532.1328125,70614.3828125,87279.6953125,seryl-tRNA synthetase
2547,Tb927.11.7180:mRNA-p1,13132.8564453125,22512.171875,24900.552734375,1031052.625,1080183.125,1002166.875,"MORN repeat, putative"
2548,Tb927.11.7190.1-p1,46313.90625,39125.51953125,19724.38671875,416887.15625,439572.28125,435229.125,hypothetical protein
2549,Tb927.11.720:mRNA-p1,58278.4453125,73122.4765625,50054.38671875,8547976,7627433.5,8512621,"hypothetical protein, conserved"
2550,Tb927.11.7200:mRNA-p1,33801.6171875,38847.828125,42569.046875,112634.578125,108879.890625,135039.09375,"GRIP domain containing protein, putative"
2551,Tb927.11.7210:mRNA-p1,1272476.375,1273511.5,1295393,1944876.125,1806617.625,1750306.875,"eukaryotic translation initiation factor 2-alpha kinase 1, putative"
2552,Tb927.11.7220:mRNA-p1,219642.40625,291903.6875,264964.75,843728.25,970282.75,985302.875,"neurobeachin/beige protein, putative"
2553,Tb927.11.7330:mRNA-p1,292461.125,261407.78125,286407.875,88373.46875,114079.9765625,108558.0703125,"hypothetical protein, conserved"
2554,Tb927.11.7350:mRNA-p1,185996.328125,178933.875,251987.609375,7037692,6839030.5,12289023,Histone H2B variant V
2555,Tb927.11.7360:mRNA-p1,174288.296875,166392.140625,165016.59375,Filtered,19238.361328125,Filtered,"palmitoyl acyltransferase 9, putative"
2556,Tb927.11.7370:mRNA-p1,206745.5625,187931.46875,184635.140625,223068.25,217345.8125,247164.578125,"haloacid dehalogenase hydrolase, putative"
2557,Tb927.11.7380:mRNA-p1,9103546,9800419,10038564,1104622,1200534.625,1180442.5,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial"
2558,Tb927.11.740:mRNA-p1,27026248,33214400,31512306,2388774.5,2393650.75,2269089.75,eukaryotic translation initiation factor 5A
2559,Tb927.11.7410:mRNA-p1,391409.53125,433427.9375,422850.4375,105890.953125,118650.1328125,118751.3359375,"MSP-A, putative"
2560,Tb927.11.7420:mRNA-p1,701455.0625,696329.75,732827.875,Filtered,16141.9306640625,47822.1953125,phosphoadenosine phosphosulfate reductase-like protein
2561,Tb927.11.7430:mRNA-p1,271197.625,278710.4375,267079.3125,1691052.625,1838874.875,1757627.625,"hypothetical protein, conserved"
2562,Tb927.11.7440:mRNA-p1,103865.015625,64020.87109375,52934.6484375,565003.875,563342.625,608041,"hypothetical protein, conserved"
2563,Tb927.11.7450:mRNA-p1,12228.087890625,15444.46875,16009.5576171875,10529.509765625,13980.544921875,10573.470703125,Component of motile flagella 71
2564,Tb927.11.7460:mRNA-p1;Tb927.11.7510:mRNA-p1,60822216,64557388,69515424,6132517.5,6147368,6282055.5,"luminal binding protein 1 (BiP), putative"
2565,Tb927.11.7470:mRNA-p1,95647.5546875,108649.765625,105574.640625,7539466.5,7918149,6464014,"hypothetical protein, conserved"
2566,Tb927.11.7475:mRNA-p1,179008.265625,175121.125,159793.578125,29966.30078125,15125.908203125,24251.8359375,"AN1-like Zinc finger containing protein, putative"
2567,Tb927.11.7480.1:mRNA-p1;Tb927.11.7480.2:mRNA-p1,910361.625,868606.4375,888990.3125,373129.03125,915561.8125,986077.5625,"vacuolar type h+ ATPase subunit, putative"
2568,Tb927.11.750:mRNA-p1,80684.0078125,99990.8125,85827.125,406357.34375,420333.71875,394528.3125,"DNA repair protein, putative"
2569,Tb927.11.7520:mRNA-p1,673238,698832.5625,712476,412355.375,480097,447739,"hypothetical protein, conserved"
2570,Tb927.11.7530:mRNA-p1,608638.5,565220.4375,515025.59375,68326.53125,77054.4765625,85487.6328125,"long-chain-fatty-acid-CoA ligase, putative"
2571,Tb927.11.7550:mRNA-p1,1026134.75,887957.25,797223.8125,220634.8125,195432.1875,236129.015625,"hypothetical protein, conserved"
2572,Tb927.11.7560:mRNA-p1,3221892,3654197.75,3399298,19254830,20172896,18287306,Component of motile flagella 15
2573,Tb927.11.7570:mRNA-p1,224719.09375,223187.75,203354.828125,59639.21875,16925.20703125,20791.853515625,"ATP-grasp domain containing protein, putative"
2574,Tb927.11.7580:mRNA-p1,Filtered,6885.78662109375,Filtered,82983.96875,89002.421875,91948.3203125,"hypothetical protein, conserved"
2575,Tb927.11.7590:mRNA-p1,10704.1875,58151.1796875,57730.27734375,678979.6875,631601.875,632137.75,"hypothetical protein, conserved"
2576,Tb927.11.760:mRNA-p1,2925901.75,3270303.75,2763586.75,136921.765625,135272.203125,209490.6875,"protein phosphatase 2C, putative"
2577,Tb927.11.7600:mRNA-p1,109923.4375,142055.265625,128800.21875,656575.9375,715930.375,667002,"hypothetical protein, conserved"
2579,Tb927.11.7620:mRNA-p1,375171.1875,367743.34375,388328.46875,51888.78515625,27768.74609375,29698.33984375,"MSP-A, putative"
2580,Tb927.11.7670.1-p1,1907959.5,377545.90625,257798.65625,6053657.5,3950822,5600608.5,"Cornifin (SPRR) family, putative"
2581,Tb927.11.7675:mRNA-p1;Tb927.11.7685:mRNA-p1,1357530.25,1503651.625,1359697.125,4897308,5380443,5135952.5,ribosomal protein S10p/S20
2582,Tb927.11.770.1:mRNA-p1;Tb927.11.770.2:mRNA-p1,278821.21875,255717.28125,252238.546875,5989.326171875,7110.54931640625,17633.0234375,"hypothetical protein, conserved"
2583,Tb927.11.7702:mRNA-p1,238570.53125,207741.28125,194944.78125,102193.0234375,70037.5625,81348.5703125,U6 snRNA-associated Sm-like protein LSm5
2584,Tb927.11.7707:mRNA-p1,478525.71875,414629.9375,383507.375,2899134.5,3062241.75,2790182,"Tctex-1 family, putative"
2585,Tb927.11.7710.1-p1,336158.59375,353827.3125,374404.84375,55251.4453125,53054.1875,52433.2734375,"Gp63-1 surface protease homolog, putative"
2586,Tb927.11.7750:mRNA-p1,92359.6796875,101040.75,119856.4296875,32195.2734375,23220.67578125,33156.09765625,"MSP-A, putative"
2587,Tb927.11.7770:mRNA-p1,72271.8984375,50561.3671875,169615.75,135964.515625,101293.3984375,65561.6640625,oxidoreductase-like protein
2588,Tb927.11.7780:mRNA-p1,1164519.875,1030814.75,1083068.75,986092.9375,879107.0625,906782.375,Mitochondrial import receptor subunit ATOM46
2589,Tb927.11.7800:mRNA-p1,113203.7734375,120076.0625,93075.734375,7664.7666015625,36374.140625,7398.990234375,"hypothetical protein, conserved"
2590,Tb927.11.7820:mRNA-p1,281739.8125,232980.265625,229908.203125,52877.26171875,29117.3828125,27958.48828125,"endonuclease/exonuclease/phosphatase, putative"
2591,Tb927.11.7830:mRNA-p1,97871.125,829050,653272.5625,188666.296875,169681.21875,199739.765625,"hypothetical protein, conserved"
2592,Tb927.11.7840:mRNA-p1,1566732.5,1514325.5,1338763.875,87846.2734375,100268.015625,84557.28125,ribonucleoside-diphosphate reductase large chain
2593,Tb927.11.7850:mRNA-p1,160730.8125,178814.8125,166702.6875,984790,995551.3125,918596.75,"hypothetical protein, conserved"
2594,Tb927.11.7860:mRNA-p1,157210.8125,127964.078125,164074.234375,101528.25,116069.421875,100977.6796875,DNA replication licensing factor MCM2
2595,Tb927.11.7890:mRNA-p1,213319.171875,552307.3125,461563.5,7169.70947265625,198218.046875,9557.0166015625,zinc finger CCCH domain containing protein 44
2596,Tb927.11.7900:mRNA-p1,2635263.5,5151219,4681036,624539.3125,620389.75,626064.5625,mitochondrial RNA binding protein 16
2598,Tb927.11.7930:mRNA-p1,123018.2109375,120970.8203125,111353.0390625,210102.1875,209937.765625,235394.453125,"RNA polymerase B subunit RPB8, putative"
2599,Tb927.11.7940:mRNA-p1,214544.46875,198070.125,172993,2838583.75,2970114.75,2665183.5,"calmodulin, putative"
2600,Tb927.11.7960:mRNA-p1,286986.34375,300680.375,364984.46875,239831.78125,161639.28125,154078,kinetoplast poly(A) polymerase 1
2602,Tb927.11.800:mRNA-p1,2038405.125,2024086,1725424.125,418677.875,484668.5,364159.125,"prefoldin subunit, putative"
2603,Tb927.11.8030:mRNA-p1,113402.1484375,64301.92578125,61444,3831161.25,3967130.5,3906650.75,"hypothetical protein, conserved"
2605,Tb927.11.8050:mRNA-p1,59734.01171875,66877.515625,79166.90625,1647690.5,1820516.75,1789029.75,"Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative"
2606,Tb927.11.8060:mRNA-p1,3901981.5,2596415.5,1746766.875,865657.6875,755492.75,1073125.75,"SNARE associated Golgi protein, putative"
2607,Tb927.11.8070:mRNA-p1,71370.25,73319.5625,84422.015625,Filtered,6071.0146484375,Filtered,"Domain of unknown function (DUF4539), putative"
2608,Tb927.11.8080:mRNA-p1,125082.859375,143999.859375,135225.71875,840964.0625,846269.375,833543.4375,"btb/poz domain containing protein, putative"
2609,Tb927.11.8090:mRNA-p1,1845333.75,1888114.5,1770784.625,381696.3125,408725.9375,388440.71875,"protein phosphatase 1, putative"
2610,Tb927.11.810:mRNA-p1,694018.625,617605.9375,705074.75,43696.13671875,40745.78515625,50470.83203125,"hypothetical protein, conserved"
2611,Tb927.11.8100:mRNA-p1,133891.046875,148034.140625,112780.296875,Filtered,Filtered,Filtered,"Ankyrin repeats (3 copies), putative"
2612,Tb927.11.8120:mRNA-p1,560121.8125,663763.5625,665047.5625,176777.75,126284.859375,124117.484375,"protein transport protein SEC13, putative"
2613,Tb927.11.8140:mRNA-p1,168095.84375,171000.234375,163095.484375,106605.5234375,125159.2109375,126913.9375,"ER lumen retaining receptor protein, putative"
2614,Tb927.11.8150:mRNA-p1,891021.75,764320.5625,268864.09375,403264.21875,421105.59375,431664.96875,"ULK family pseudokinase, putative"
2615,Tb927.11.8160:mRNA-p1,242942.125,449743.625,425351.15625,3222408.5,3480448.25,3346168.75,"dynein heavy chain, putative"
2617,Tb927.11.8180:mRNA-p1,573658.6875,589970.5625,434528.75,111425.5703125,1874.6229248046875,334359.375,"hypothetical protein, conserved"
2618,Tb927.11.8185:mRNA-p1,180710.3125,186421.0625,150152.875,Filtered,5749.736328125,Filtered,"Zinc finger, C3HC4 type (RING finger) containing protein, putative"
2619,Tb927.11.8190:mRNA-p1,236666.453125,250372.875,229972.484375,183760.59375,155884.484375,176868.359375,DNA repair protein RAD51
2620,Tb927.11.8200:mRNA-p1,3841283,4961779,4532004,15293895,14737845,13840126,"ribosomal protein S26, putative"
2621,Tb927.11.8210:mRNA-p1,1698828.25,2796125.25,2103570.75,4002886.25,3704400.5,10585386,RAD50 DNA repair-like protein
2622,Tb927.11.8220:mRNA-p1,123822.8203125,110718.2265625,109612.6875,419772.1875,406826.3125,406384.25,aurora B kinase
2623,Tb927.11.8230:mRNA-p1,931049.875,935485.5,941535.8125,179023.09375,139619.75,28665.11328125,"hypothetical protein, conserved"
2625,Tb927.11.8250:mRNA-p1,212834.75,291658.6875,263863.53125,16383.828125,26798.943359375,26428.96484375,"hypothetical protein, conserved"
2626,Tb927.11.8260:mRNA-p1,1263380.375,1503207.25,1330724.75,133751.46875,110177.6953125,86506.9609375,carbonic anhydrase-like protein
2627,Tb927.11.8270:mRNA-p1,130064.3515625,167508.0625,277852.96875,2146453.5,2155178.5,2052929.125,"hypothetical protein, conserved"
2628,Tb927.11.8280:mRNA-p1,58262.7265625,69983.25,62406.4609375,1876.762939453125,Filtered,Filtered,"hypothetical protein, conserved"
2629,Tb927.11.8290:mRNA-p1,247985.171875,243116.78125,226891.09375,22522.26953125,30824.677734375,26849.953125,"DIS3-like exonuclease, putative"
2630,Tb927.11.830:mRNA-p1,36046.6953125,17460.431640625,11627.818359375,124490.8515625,163361.875,172294.859375,"hypothetical protein, conserved"
2631,Tb927.11.8300:mRNA-p1,138631.0625,158539.5,152917.15625,2072563.125,2176656.75,2096886.125,"hypothetical protein, conserved"
2632,Tb927.11.8310:mRNA-p1,323601.46875,304951.25,303119.03125,1980842.5,2178383.25,2179769.5,"class I transcription factor A, subunit 4"
2633,Tb927.11.8320:mRNA-p1,259764,328968.5625,712320.5,537948.875,593903.9375,573091.5,"hypothetical protein, conserved"
2634,Tb927.11.8350:mRNA-p1,385429.28125,350343.4375,316688.3125,121503.4765625,141693.875,125967.6953125,"katanin p60 ATPase containing subunit A, putative"
2635,Tb927.11.8370:mRNA-p1,101360.8984375,78048.5625,75902.4609375,3457.6513671875,5027.7392578125,5636.02685546875,Nucleus and spindle associated protein 1
2636,Tb927.11.8380:mRNA-p1,1798384.125,1796329.75,1666079.875,319068.625,342433.90625,337277.8125,"NADPH--cytochrome P450 reductase, putative"
2637,Tb927.11.8390:mRNA-p1,27467.296875,36486.6875,20400.78515625,1389811.75,1384349.5,1327388,"hypothetical protein, conserved"
2638,Tb927.11.840.1-p1;Tb927.11.840.2-p1,253678.578125,298954.8125,328147.84375,782427.125,742767.125,784706.375,"sodium/hydrogen exchanger, putative"
2639,Tb927.11.8410:mRNA-p1,21202.115234375,21231.455078125,19077.318359375,176110.21875,166629.21875,168519.859375,"hypothetical protein, conserved"
2641,Tb927.11.8430:mRNA-p1,157101.3125,51215.03125,33896.29296875,663457.125,560675,578673.5625,"hypothetical protein, conserved"
2642,Tb927.11.8440.2:mRNA-p1,3967920.5,3540857.75,3297306.75,148153.203125,78654.3984375,910326,"haloacid dehalogenase-like hydrolase, putative"
2643,Tb927.11.8450:mRNA-p1,421533.09375,400216.3125,385759.53125,617400.125,521357.25,644682.75,"Amastin surface glycoprotein, putative"
2645,Tb927.11.850:mRNA-p1,353003.59375,335404.6875,325332.15625,76838.1015625,74799.9609375,88430.875,"Atypical serine/threonine protein kinase BUD32, putative"
2646,Tb927.11.860:mRNA-p1,118278.578125,232232.203125,58738.36328125,10740453,13200189,14816705,"leucine-rich repeat protein (LRRP), putative"
2647,Tb927.11.870:mRNA-p1,277869.875,246986.4375,220436.234375,88165.7578125,79033.484375,88301.1015625,mitochondrial ribosomal protein l23
2648,Tb927.11.8700:mRNA-p1,61983.78125,78624.359375,63333.83203125,544120.25,571864.5,523618.15625,"hypothetical protein, conserved"
2651,Tb927.11.8750:mRNA-p1,60366.21484375,67160.0625,53516.5625,57194.99609375,67067.125,56743.56640625,"hypothetical protein, conserved"
2652,Tb927.11.8770:mRNA-p1,3575282,3414172.75,2924802.5,2553042.25,2275598.75,2392603,"ATP-dependent RNA helicase FAL1, putative"
2653,Tb927.11.8780:mRNA-p1,258139.296875,265245.5,83066.7890625,298329.125,Filtered,Filtered,"hypothetical protein, conserved"
2654,Tb927.11.8790:mRNA-p1,260824.171875,275587.125,240226.3125,36382.4296875,41161.1640625,37602.1875,"target SNARE, putative"
2655,Tb927.11.880:mRNA-p1,52299712,48067680,46749564,1916274.875,2018036.375,2243959.25,cyclophilin a
2656,Tb927.11.8800:mRNA-p1,291212.75,298976.0625,328893.53125,282271.3125,339429.6875,409546.03125,"hypothetical protein, conserved"
2657,Tb927.11.8820:mRNA-p1,440099.71875,487692.9375,502169.3125,109150.015625,60849.25,64679.234375,"glutathionylspermidine synthetase, putative"
2658,Tb927.11.8830:mRNA-p1,30669.40234375,33005.60546875,25397.578125,41900.640625,69407.078125,47658.421875,Enriched in surface-labeled proteome protein 2
2659,Tb927.11.8860:mRNA-p1,589044.3125,228340.953125,116964.3671875,661934.9375,1516493.5,1282961.75,"CEP76 C2 domain containing protein, putative"
2660,Tb927.11.8870:mRNA-p1,338975.53125,341171.46875,300324.875,112736.296875,162361.296875,120796.875,"DEAD-box ATP-dependent RNA helicase, mitochondrial"
2661,Tb927.11.8880:mRNA-p1,656739.625,688661.1875,724240,157476.640625,408313.09375,115853.15625,"tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative"
2662,Tb927.11.8890:mRNA-p1,339529.84375,316091.4375,298509.125,240497.75,243831.984375,255554.765625,"DNA-dependent RNA polymerases, putative"
2663,Tb927.11.8900:mRNA-p1,443475.84375,368456.28125,390761.28125,8280.1572265625,86114.8515625,28337.96484375,"DPCD protein family, putative"
2665,Tb927.11.8920:mRNA-p1,11922.9462890625,9583.8203125,14342.0947265625,87433.265625,60721.7734375,80489.4140625,"Centrosomal protein of 120 kDa, putative"
2666,Tb927.11.8930:mRNA-p1,174583.234375,187031.125,179321.65625,35938.6328125,Filtered,Filtered,"D123, putative"
2667,Tb927.11.8940:mRNA-p1,112354.9140625,94606.8984375,100790.84375,53330.51171875,Filtered,31220.484375,protein lipid droplet kinase (LDK)
2668,Tb927.11.8950:mRNA-p1,267139.78125,88220.46875,69001.3125,1687003.875,1774493,1715777.375,leucine rich repeat
2669,Tb927.11.8960:mRNA-p1,41452.68359375,353313.03125,688007.9375,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
2670,Tb927.11.8970:mRNA-p1,16895492,16052075,14812144,392586.5625,670224.625,525940.3125,"ribose 5-phosphate isomerase, putative"
2672,Tb927.11.8990:mRNA-p1,99665.0625,116917.203125,119546.625,Filtered,Filtered,Filtered,"cation transporter, putative"
2673,Tb927.11.900:mRNA-p1,8532911,7745743,6123991.5,222826.53125,387209,364360.28125,"isocitrate dehydrogenase, putative"
2674,Tb927.11.9020:mRNA-p1,130512.203125,135676.546875,159496.53125,30493.505859375,23164.5546875,12304.5068359375,"cation transporter, putative"
2675,Tb927.11.9040:mRNA-p1,1285981.375,1490777.875,1386626.5,110325.8359375,2313265.25,1272720.5,conserved protein
2676,Tb927.11.9050:mRNA-p1,639817.125,371277.15625,339848.0625,593573.125,655416.9375,598133.1875,"p21-C-terminal region-binding protein, putative"
2677,Tb927.11.9060:mRNA-p1,108493.953125,116359.6796875,117702.1328125,Filtered,Filtered,Filtered,"DnaJ domain containing protein, putative"
2678,Tb927.11.9070:mRNA-p1,341492.8125,350773.65625,336393.625,22192.244140625,Filtered,46229.62109375,"palmitoyl acyltransferase 4, putative"
2679,Tb927.11.9080:mRNA-p1,88187.5078125,121109.984375,120978.578125,494120.875,435799.25,462633.71875,Nucleolar protein 136
2680,Tb927.11.9090:mRNA-p1,38739.03125,45181.796875,56510.1328125,Filtered,30563.232421875,Filtered,"Putative methyltransferase, putative"
2681,Tb927.11.910:mRNA-p1,148171.421875,109757,78694.78125,43387.9609375,72528.5859375,55263.8203125,"hypothetical protein, conserved"
2682,Tb927.11.9100:mRNA-p1,25196.19140625,27414.21484375,43196.14453125,1872225,1653288.25,2005143.625,"Domain of unknown function (DUF4586), putative"
